loss,acc,val_loss,val_acc
1.8267828936669555,0.24807114899158478,1.8506726026535034,0.2578125
1.8159881252580676,0.25006312131881714,1.8523526787757874,0.2578125
1.7971845440226024,0.2494739443063736,1.8674665093421936,0.2578125
1.7859854968519981,0.2495020031929016,1.8671980500221252,0.25
1.7615961628129038,0.2682153582572937,1.7230601906776428,0.359375
1.7016871332958372,0.311646044254303,1.6641221642494202,0.359375
1.65035271772688,0.3422831892967224,1.5921646356582642,0.3671875
1.6042420141083475,0.3658221662044525,1.525018334388733,0.34375
1.5609796154770965,0.3874814212322235,1.447309672832489,0.390625
1.523669334756697,0.40883204340934753,1.4046078324317932,0.390625
1.4938665231604056,0.41999831795692444,1.3599115014076233,0.4453125
1.4619571124952497,0.4335493743419647,1.327706515789032,0.4375
1.4367684894307369,0.4413769841194153,1.2975044250488281,0.4765625
1.41634339639823,0.45388996601104736,1.2943012714385986,0.4609375
1.39808297172338,0.4623628854751587,1.2585506439208984,0.4921875
1.3823204688664936,0.4662907123565674,1.2667690515518188,0.484375
1.366287697934477,0.47462335228919983,1.243622899055481,0.484375
1.3544579729255133,0.4815812408924103,1.2186865210533142,0.5234375
1.3394644241543312,0.4855932295322418,1.2196574807167053,0.515625
1.3259844245812449,0.49232667684555054,1.2167770862579346,0.515625
1.3125186470513244,0.4952164590358734,1.1998178362846375,0.5
1.3063354024353833,0.5002665519714355,1.2309102416038513,0.53125
1.2915923150337643,0.50590580701828,1.1777746975421906,0.5234375
1.2771103111303532,0.5123867392539978,1.169430911540985,0.53125
1.2721475834858937,0.5178295969963074,1.1497289836406708,0.53125
1.2575861082612687,0.5204107165336609,1.143623173236847,0.5390625
1.2497245747482326,0.522750198841095,1.149572730064392,0.53125
1.2404306851169786,0.5261238217353821,1.137265294790268,0.5390625
1.2335708913111987,0.5306231379508972,1.1097544133663177,0.5390625
1.2294927261308017,0.532334566116333,1.111714631319046,0.578125
1.2114598422300247,0.5380859971046448,1.1089730858802795,0.5546875
1.2104273916337671,0.537805438041687,1.1187591850757599,0.5546875
1.2017079789480056,0.5412563681602478,1.1171734631061554,0.5234375
1.192932604375493,0.5423224568367004,1.0821758210659027,0.578125
1.1804257087413468,0.5469236373901367,1.1035771071910858,0.5546875
1.1784411017295338,0.5524507164955139,1.1044853925704956,0.5546875
1.1738241817889463,0.5540499091148376,1.1103697419166565,0.515625
1.1694847153543044,0.5546671152114868,1.0934733748435974,0.546875
1.1569459407291036,0.5610132217407227,1.0885032415390015,0.5546875
1.1493220671612483,0.560581386089325,1.0959646999835968,0.5234375
1.145111918218629,0.5649636387825012,1.055267572402954,0.5390625
1.1372272340623202,0.5680498480796814,1.0816807746887207,0.546875
1.131286656080939,0.573184072971344,1.0816683769226074,0.5703125
1.1254928441533696,0.5739415884017944,1.0779927968978882,0.5703125
1.124500760712902,0.5709956884384155,1.0638794302940369,0.5859375
1.1158047159944282,0.5757371783256531,1.0721425414085388,0.5625
1.108226367514419,0.5805066823959351,1.0726872086524963,0.546875
1.0937248819140517,0.5853042602539062,1.0240932703018188,0.5859375
1.1008372205164103,0.5839037299156189,1.0353090167045593,0.5625
1.0873456975949307,0.5882484912872314,1.011830747127533,0.6015625
1.083630454743266,0.5873804092407227,1.0357797145843506,0.59375
1.0760096095612537,0.5918693542480469,1.0491021275520325,0.5625
1.079362688370132,0.5876609683036804,1.007502943277359,0.6328125
1.0692102623966457,0.5946469306945801,1.0169859528541565,0.6171875
1.0663037368104276,0.595853328704834,1.0032855570316315,0.625
1.0606878422123547,0.597985565662384,0.989364504814148,0.6171875
1.0482053091485697,0.6019414663314819,1.0025777220726013,0.6015625
1.0495210701951783,0.604382336139679,1.0165628790855408,0.6328125
1.044997353739795,0.6066268086433411,0.9992727637290955,0.609375
1.0346138722346132,0.6097691059112549,0.9820877909660339,0.6328125
1.0281705418757623,0.609684944152832,0.9690530896186829,0.625
1.030075655361988,0.6113402247428894,0.9990562200546265,0.6328125
1.0133635663418972,0.6180737018585205,0.9588572978973389,0.6171875
1.0169230910010822,0.6147350072860718,0.9743424654006958,0.6171875
1.010924994196455,0.619024932384491,0.9836727678775787,0.6328125
1.0089214710255612,0.6198159456253052,0.9752925038337708,0.59375
1.0047464151356764,0.6228399872779846,0.9906636774539948,0.609375
1.0023475040175363,0.622481644153595,0.9900199174880981,0.6171875
0.9938571751652757,0.6251963376998901,0.9979146122932434,0.625
0.9851218594051155,0.6300578117370605,0.9487685561180115,0.6640625
0.9812135383145187,0.6305866241455078,0.9607311487197876,0.6484375
0.9820405595434959,0.6264063119888306,0.965302973985672,0.6484375
0.9757265365993663,0.633672833442688,0.9211777448654175,0.6640625
0.9648676848560727,0.6366748213768005,0.9281328022480011,0.6640625
0.966440097710348,0.6374042630195618,0.9339775145053864,0.65625
0.9547796464727586,0.6398451328277588,0.9710732996463776,0.671875
0.956348588856082,0.6411637663841248,0.9867693185806274,0.65625
0.9533528454947297,0.6407148838043213,0.9277755618095398,0.6484375
0.9418780314006934,0.6469994187355042,0.9615331888198853,0.6796875
0.9454037539184962,0.643324077129364,0.9439703822135925,0.6796875
0.9372093387181599,0.6491316556930542,0.9239614307880402,0.65625
0.9334856020269959,0.6499943733215332,0.931731641292572,0.65625
0.926224957131391,0.6504783630371094,0.9205237925052643,0.6796875
0.91818732595235,0.6548347473144531,0.9285115599632263,0.65625
0.9257991824372667,0.6524068713188171,0.9616384506225586,0.6328125
0.9141440253207844,0.6565744280815125,0.946439266204834,0.671875
0.9010761602874812,0.6617849469184875,0.9725679159164429,0.65625
0.9114438465199908,0.6588951349258423,0.9449528455734253,0.6640625
0.8928210906143211,0.6662458181381226,0.9578030109405518,0.6796875
0.8977800731847166,0.6638330221176147,0.9777039885520935,0.6875
0.8962997816308855,0.6634121537208557,0.9611638188362122,0.65625
0.8894551304746375,0.6668910980224609,0.9746153056621552,0.65625
0.8825070625171849,0.6696406006813049,0.9705315232276917,0.671875
0.8760694725509178,0.6716505885124207,0.9440406560897827,0.6796875
0.8748697751890604,0.6681070923805237,0.941364049911499,0.6953125
0.8645105887682781,0.6768229603767395,0.9408336877822876,0.6875
0.8749758174218224,0.6725202202796936,0.9416649639606476,0.671875
0.8629091795051169,0.6742802858352661,0.9310093224048615,0.6796875
0.8641758123217543,0.6742978692054749,0.9936761856079102,0.6328125
0.8564608608188378,0.6778610348701477,0.9768446087837219,0.6796875
0.8561838592650316,0.6788429617881775,0.9748347103595734,0.6640625
0.8541479443933875,0.6785624027252197,0.9771496653556824,0.6640625
0.841578515859658,0.6857727766036987,0.979981005191803,0.6796875
0.8436591187648004,0.6851836442947388,1.001229077577591,0.65625
0.8347376890479892,0.6855764389038086,0.9980351626873016,0.65625
0.833726185977566,0.6882293820381165,0.9810149669647217,0.6640625
0.8417531668544451,0.6858128905296326,0.9865038990974426,0.65625
0.8216779047624165,0.6939090490341187,0.9541990458965302,0.671875
0.8284223621094852,0.688662588596344,0.98218834400177,0.703125
0.8240027843064687,0.6922817826271057,0.9458600282669067,0.671875
0.8105937620624429,0.6951996088027954,0.9592125713825226,0.6796875
0.8179983987842471,0.6928859949111938,0.9668266773223877,0.6484375
0.8088811910975525,0.6961535215377808,0.9677088260650635,0.6484375
0.8034269757982931,0.6996043920516968,0.9759701490402222,0.671875
0.8060614528482868,0.6971490979194641,1.0039892196655273,0.625
0.7990208863476238,0.69831383228302,1.0222255885601044,0.65625
0.7924247826770832,0.7024099826812744,0.9777071475982666,0.6640625
0.785383154726977,0.7053839564323425,0.9567841291427612,0.6640625
0.7916415940630608,0.7027186155319214,0.9523754119873047,0.640625
0.786526754311214,0.7066876292228699,0.9785580039024353,0.6640625
0.7746029639426047,0.7105056643486023,0.9849107265472412,0.6484375
0.7898467770146022,0.7016244530677795,0.9683917164802551,0.6875
0.7726606959626787,0.7119771242141724,0.9684489369392395,0.6640625
0.7733944365002309,0.7117369771003723,0.9985490441322327,0.640625
0.7724231367704878,0.7105336785316467,0.9710687398910522,0.65625
0.7693679235089431,0.7105181813240051,0.9831866025924683,0.6640625
0.7644594939801274,0.7168588638305664,1.011391282081604,0.6640625
0.762604631129243,0.7141093611717224,0.9809351563453674,0.6484375
0.7563170695687486,0.715792715549469,0.9809801578521729,0.6796875
